order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
478,ORD-20230415-00478,35,2023-04-15,entregado,831.98,2,90,174.72,1080.06,credit_card,same_day,7,Nota del cliente: Llamar antes
479,ORD-20250204-00479,154,2025-02-04,cancelado,2009.95,18,180,422.09,2250.25,credit_card,standard,,
480,ORD-20250611-00480,153,2025-06-11,procesando,752.92,14,280,158.11,1085.62,paypal,standard,9,
481,ORD-20240608-00481,176,2024-06-08,entregado,3824.39,2,350,803.12,4901.02,paypal,pickup,,
482,ORD-20231101-00482,181,2023-11-01,cancelado,4664.68,18,470,979.58,5274.62,credit_card,express,5,
483,ORD-20230215-00483,137,2023-02-15,cancelado,8551.74,13,400,1795.87,9635.88,credit_card,standard,,
484,ORD-20231124-00484,271,2023-11-24,procesando,1882.62,1,460,395.35,2719.14,paypal,standard,,
485,ORD-20241229-00485,240,2024-12-29,entregado,4394.94,10,370,922.94,5248.39,paypal,standard,7,
486,ORD-20230407-00486,139,2023-04-07,pendiente,4346.58,4,410,912.78,5495.5,paypal,pickup,,Nota del cliente: Dejar en portería
487,ORD-20230426-00487,189,2023-04-26,pendiente,1777,3,80,373.17,2176.86,paypal,same_day,,
488,ORD-20251120-00488,215,2025-11-20,cancelado,1510.91,20,180,317.29,1706.02,credit_card,express,6,
489,ORD-20240908-00489,51,2024-09-08,enviado,102.48,10,270,21.52,383.75,credit_card,standard,2,
490,ORD-20250921-00490,45,2025-09-21,entregado,4216.02,0,120,885.36,5221.38,credit_card,standard,,
491,ORD-20240512-00491,274,2024-05-12,procesando,2481.85,11,500,521.19,3230.04,bank_transfer,standard,3,Nota del cliente: Entregar por la tarde
492,ORD-20250325-00492,144,2025-03-25,pendiente,405.22,0,330,85.1,820.32,paypal,express,3,
493,ORD-20230714-00493,104,2023-07-14,cancelado,1605.33,18,220,337.12,1873.49,paypal,pickup,4,
494,ORD-20230720-00494,220,2023-07-20,cancelado,503.51,17,360,105.74,883.65,bank_transfer,same_day,,
495,ORD-20250723-00495,126,2025-07-23,enviado,2577,2,240,541.17,3306.63,bank_transfer,express,,
496,ORD-20240224-00496,83,2024-02-24,enviado,4508.4,9,170,946.76,5219.4,credit_card,same_day,,
497,ORD-20240121-00497,211,2024-01-21,entregado,426.56,11,190,89.58,659.22,debit_card,pickup,8,Nota del cliente: Entregar por la tarde
498,ORD-20230528-00498,105,2023-05-28,entregado,919.65,3,470,193.13,1555.19,paypal,standard,,
499,ORD-20250309-00499,38,2025-03-09,pendiente,5495.78,10,10,1154.11,6110.31,credit_card,same_day,5,
500,ORD-20250619-00500,6,2025-06-19,enviado,1532.38,4,380,321.8,2172.88,bank_transfer,same_day,7,
501,ORD-20240302-00501,220,2024-03-02,entregado,1752.16,11,430,367.95,2357.37,debit_card,pickup,6,
502,ORD-20250312-00502,65,2025-03-12,procesando,95.42,11,100,20.04,204.96,debit_card,standard,4,
503,ORD-20230405-00503,108,2023-04-05,cancelado,762.24,8,360,160.07,1221.33,credit_card,pickup,,
504,ORD-20250705-00504,248,2025-07-05,cancelado,735.72,15,60,154.5,839.86,cash_on_delivery,standard,,
505,ORD-20230624-00505,94,2023-06-24,entregado,2619.68,2,120,550.13,3237.42,credit_card,pickup,4,
506,ORD-20240503-00506,169,2024-05-03,enviado,3193.89,0,220,670.72,4084.61,cash_on_delivery,pickup,,
507,ORD-20240720-00507,251,2024-07-20,pendiente,3055.84,4,440,641.73,4015.34,paypal,same_day,,Nota del cliente: Dejar en portería
508,ORD-20240120-00508,283,2024-01-20,pendiente,3251.52,15,50,682.82,3496.61,credit_card,pickup,4,
509,ORD-20241124-00509,43,2024-11-24,enviado,2987.79,5,120,627.44,3585.84,bank_transfer,standard,,
510,ORD-20240820-00510,5,2024-08-20,pendiente,2375.89,7,20,498.94,2728.52,bank_transfer,express,,Nota del cliente: Entregar por la tarde
511,ORD-20230829-00511,207,2023-08-29,enviado,2702.02,11,230,567.42,3202.22,debit_card,same_day,,
512,ORD-20240704-00512,303,2024-07-04,enviado,1448.96,15,230,304.28,1765.9,cash_on_delivery,same_day,,
513,ORD-20241027-00513,331,2024-10-27,pendiente,2795.13,8,70,586.98,3228.5,debit_card,same_day,,
514,ORD-20231127-00514,1,2023-11-27,entregado,2386.63,16,140,501.19,2645.96,bank_transfer,express,,
515,ORD-20241009-00515,4,2024-10-09,pendiente,1885.84,6,110,396.03,2278.72,cash_on_delivery,pickup,,
516,ORD-20241202-00516,163,2024-12-02,entregado,303.81,20,330,63.8,636.85,cash_on_delivery,express,7,
517,ORD-20241214-00517,1,2024-12-14,procesando,588,17,180,123.48,791.52,credit_card,standard,1,
518,ORD-20250915-00518,166,2025-09-15,enviado,3433.81,9,20,721.1,3865.87,cash_on_delivery,standard,5,
519,ORD-20250129-00519,269,2025-01-29,enviado,405.22,7,450,85.1,911.95,credit_card,standard,2,Nota del cliente: Llamar antes
520,ORD-20250110-00520,234,2025-01-10,pendiente,1788.35,5,0,375.55,2074.48,cash_on_delivery,same_day,5,
521,ORD-20230516-00521,33,2023-05-16,cancelado,3303.55,9,220,693.75,3919.98,debit_card,same_day,,
522,ORD-20251204-00522,22,2025-12-04,pendiente,3231.01,1,140,678.51,4017.21,debit_card,same_day,3,
523,ORD-20240902-00523,46,2024-09-02,pendiente,4378.75,8,390,919.54,5337.99,paypal,express,,
524,ORD-20230514-00524,15,2023-05-14,pendiente,228.13,0,440,47.91,716.04,paypal,express,,
525,ORD-20240128-00525,269,2024-01-28,entregado,4127.52,15,380,866.78,4755.17,bank_transfer,express,,Nota del cliente: Envolver para regalo
526,ORD-20240320-00526,269,2024-03-20,entregado,3458.14,20,470,726.21,3962.72,paypal,same_day,10,
527,ORD-20240118-00527,262,2024-01-18,cancelado,3493.07,13,460,733.54,4232.51,paypal,pickup,9,
528,ORD-20240524-00528,42,2024-05-24,pendiente,3455.31,8,330,725.62,4234.51,paypal,same_day,,
529,ORD-20230629-00529,311,2023-06-29,cancelado,1443.99,19,140,303.24,1612.87,bank_transfer,express,10,
530,ORD-20241225-00530,130,2024-12-25,procesando,1760.41,5,150,369.69,2192.08,debit_card,express,,
531,ORD-20240220-00531,80,2024-02-20,entregado,3247.4,13,500,681.95,4007.19,debit_card,same_day,,
532,ORD-20241021-00532,268,2024-10-21,entregado,3071.84,18,60,645.09,3224,debit_card,standard,,
533,ORD-20240226-00533,189,2024-02-26,pendiente,2446.96,12,340,513.86,3007.18,bank_transfer,standard,,
534,ORD-20250415-00534,154,2025-04-15,cancelado,5159.67,20,240,1083.53,5451.27,debit_card,same_day,,Nota del cliente: Llamar antes
535,ORD-20240728-00535,170,2024-07-28,entregado,1389.87,9,190,291.87,1746.65,paypal,pickup,,
536,ORD-20250811-00536,226,2025-08-11,pendiente,441.88,3,380,92.79,901.41,credit_card,same_day,,
537,ORD-20250803-00537,61,2025-08-03,enviado,6263.64,6,220,1315.36,7423.18,paypal,express,3,
538,ORD-20251014-00538,81,2025-10-14,entregado,3971.88,16,410,834.09,4580.47,credit_card,same_day,,Nota del cliente: Llamar antes
539,ORD-20240808-00539,197,2024-08-08,cancelado,1561.57,20,160,327.93,1737.19,debit_card,same_day,,
540,ORD-20231216-00540,69,2023-12-16,procesando,19.69,8,270,4.13,292.24,cash_on_delivery,pickup,5,
541,ORD-20251112-00541,28,2025-11-12,cancelado,5027.61,12,140,1055.8,5620.1,bank_transfer,standard,,
542,ORD-20240430-00542,142,2024-04-30,procesando,440.88,18,0,92.58,454.1,debit_card,express,,
543,ORD-20251115-00543,90,2025-11-15,enviado,1943.52,0,120,408.14,2471.66,paypal,express,,
544,ORD-20240101-00544,190,2024-01-01,procesando,840.42,2,330,176.49,1330.1,bank_transfer,standard,,Nota del cliente: Dejar en portería
545,ORD-20250531-00545,248,2025-05-31,enviado,972.62,0,230,204.25,1406.87,bank_transfer,same_day,10,
546,ORD-20250814-00546,172,2025-08-14,pendiente,1976.73,4,50,415.11,2362.77,paypal,standard,,
547,ORD-20251211-00547,165,2025-12-11,cancelado,870.58,19,410,182.82,1297.99,debit_card,express,,
548,ORD-20241028-00548,59,2024-10-28,enviado,4041.47,7,360,848.71,4967.28,bank_transfer,same_day,,
549,ORD-20240810-00549,114,2024-08-10,cancelado,1794.8,7,400,376.91,2446.07,bank_transfer,express,,
550,ORD-20250730-00550,24,2025-07-30,procesando,1048.55,3,130,220.2,1367.29,bank_transfer,standard,,
551,ORD-20240717-00551,308,2024-07-17,cancelado,2436.43,6,420,511.65,3221.89,credit_card,pickup,,
552,ORD-20230227-00552,184,2023-02-27,entregado,1881.37,9,110,395.09,2217.14,bank_transfer,standard,,
553,ORD-20231126-00553,280,2023-11-26,procesando,5410.01,13,370,1136.1,6212.81,paypal,same_day,,
554,ORD-20231219-00554,59,2023-12-19,procesando,4042.31,17,400,848.89,4604.01,cash_on_delivery,pickup,8,
555,ORD-20240820-00555,316,2024-08-20,procesando,2557.54,0,440,537.08,3534.62,bank_transfer,express,,Nota del cliente: Dejar en portería
556,ORD-20230911-00556,247,2023-09-11,pendiente,3766.31,14,80,790.93,4109.96,paypal,standard,,
557,ORD-20240306-00557,142,2024-03-06,pendiente,309.28,5,210,64.95,568.77,debit_card,same_day,1,Nota del cliente: Envolver para regalo
558,ORD-20250612-00558,193,2025-06-12,procesando,2029.91,15,260,426.28,2411.7,bank_transfer,express,9,
559,ORD-20250128-00559,92,2025-01-28,procesando,675.38,10,320,141.83,1069.67,bank_transfer,express,10,
560,ORD-20240216-00560,125,2024-02-16,entregado,887.8,0,430,186.44,1504.24,credit_card,express,,
561,ORD-20231026-00561,142,2023-10-26,pendiente,1495.65,1,110,314.09,1904.78,cash_on_delivery,same_day,,
562,ORD-20250304-00562,82,2025-03-04,entregado,3412.75,20,160,716.68,3606.88,cash_on_delivery,express,,
563,ORD-20250717-00563,247,2025-07-17,entregado,703.98,10,10,147.84,791.42,credit_card,standard,,Nota del cliente: Dejar en portería
564,ORD-20240221-00564,49,2024-02-21,procesando,1396.84,6,140,293.34,1746.37,cash_on_delivery,same_day,,
565,ORD-20230719-00565,166,2023-07-19,pendiente,2273.35,1,150,477.4,2878.02,bank_transfer,express,,Nota del cliente: Dejar en portería
566,ORD-20240624-00566,17,2024-06-24,cancelado,1389.09,12,490,291.71,2004.11,paypal,same_day,,Nota del cliente: Envolver para regalo
567,ORD-20240629-00567,129,2024-06-29,entregado,402.95,14,220,84.62,651.16,debit_card,pickup,,
568,ORD-20240626-00568,41,2024-06-26,entregado,3021.76,9,440,634.57,3824.37,credit_card,standard,1,Nota del cliente: Envolver para regalo
569,ORD-20230925-00569,150,2023-09-25,cancelado,3335.77,9,130,700.51,3866.06,debit_card,standard,,
570,ORD-20250516-00570,141,2025-05-16,entregado,2623.23,2,100,550.88,3221.65,bank_transfer,same_day,,
571,ORD-20240212-00571,124,2024-02-12,procesando,2433.94,12,160,511.13,2813,bank_transfer,express,6,Nota del cliente: Llamar antes
572,ORD-20241027-00572,41,2024-10-27,entregado,30.92,12,430,6.49,463.7,credit_card,same_day,,
573,ORD-20250514-00573,86,2025-05-14,procesando,3080.13,6,130,646.83,3672.15,paypal,express,4,
574,ORD-20230910-00574,300,2023-09-10,enviado,1420.04,5,80,298.21,1727.25,credit_card,same_day,,Nota del cliente: Entregar por la tarde
575,ORD-20251121-00575,228,2025-11-21,pendiente,2279.35,19,150,478.66,2474.93,bank_transfer,standard,,
576,ORD-20231003-00576,89,2023-10-03,procesando,3542.23,5,340,743.87,4448.99,debit_card,express,6,
577,ORD-20240718-00577,164,2024-07-18,pendiente,4321.67,0,280,907.55,5509.22,cash_on_delivery,same_day,3,
578,ORD-20240318-00578,310,2024-03-18,entregado,367.25,5,200,77.12,626.01,cash_on_delivery,express,,
579,ORD-20240609-00579,196,2024-06-09,cancelado,1185.06,6,320,248.86,1682.82,cash_on_delivery,standard,10,
580,ORD-20230121-00580,331,2023-01-21,cancelado,2378.07,6,160,499.39,2894.78,debit_card,same_day,,
581,ORD-20230522-00581,197,2023-05-22,cancelado,5336.33,8,240,1120.63,6270.05,paypal,standard,5,Nota del cliente: Dejar en portería
582,ORD-20240817-00582,260,2024-08-17,pendiente,3609.69,4,430,758.03,4653.33,credit_card,pickup,8,
583,ORD-20230219-00583,302,2023-02-19,procesando,922,7,420,193.62,1471.08,bank_transfer,standard,6,
584,ORD-20241222-00584,155,2024-12-22,cancelado,3668.11,18,390,770.3,4168.15,cash_on_delivery,standard,5,
585,ORD-20240328-00585,116,2024-03-28,enviado,575.51,8,400,120.86,1050.33,paypal,same_day,,
586,ORD-20241007-00586,222,2024-10-07,procesando,1377.41,16,500,289.26,1946.28,cash_on_delivery,same_day,,
587,ORD-20241015-00587,203,2024-10-15,pendiente,2936.66,14,430,616.7,3572.23,bank_transfer,standard,5,Nota del cliente: Envolver para regalo
588,ORD-20240503-00588,190,2024-05-03,pendiente,2273.52,15,500,477.44,2909.93,cash_on_delivery,standard,,
589,ORD-20250411-00589,82,2025-04-11,procesando,1074.06,15,310,225.55,1448.5,bank_transfer,same_day,,
590,ORD-20241029-00590,282,2024-10-29,entregado,229.23,17,210,48.14,448.4,debit_card,pickup,,
591,ORD-20230814-00591,245,2023-08-14,enviado,3546.73,11,470,744.81,4371.4,paypal,pickup,,
592,ORD-20250324-00592,177,2025-03-24,cancelado,240.71,18,410,50.55,657.93,paypal,pickup,,
593,ORD-20250617-00593,313,2025-06-17,enviado,1058.63,16,80,222.31,1191.56,cash_on_delivery,pickup,,
594,ORD-20240201-00594,42,2024-02-01,procesando,2748.8,5,170,577.25,3358.61,bank_transfer,express,,
595,ORD-20250105-00595,1,2025-01-05,enviado,542.48,14,470,113.92,1050.45,bank_transfer,standard,4,
596,ORD-20240604-00596,177,2024-06-04,entregado,838.07,12,60,175.99,973.49,cash_on_delivery,standard,,
597,ORD-20231006-00597,249,2023-10-06,cancelado,613.39,15,430,128.81,1080.19,paypal,express,,
598,ORD-20241104-00598,39,2024-11-04,pendiente,1201.62,2,220,252.34,1649.93,paypal,same_day,,
599,ORD-20230609-00599,262,2023-06-09,procesando,3225.21,11,140,677.29,3687.73,bank_transfer,standard,,
600,ORD-20230805-00600,108,2023-08-05,entregado,448.7,11,400,94.23,893.57,cash_on_delivery,pickup,1,
601,ORD-20250717-00601,142,2025-07-17,enviado,993.88,14,230,208.71,1293.45,cash_on_delivery,pickup,,
602,ORD-20231023-00602,194,2023-10-23,entregado,4662.4,10,30,979.1,5205.26,credit_card,express,,
603,ORD-20250907-00603,196,2025-09-07,pendiente,3935.48,10,410,826.45,4778.38,debit_card,same_day,,
604,ORD-20250730-00604,308,2025-07-30,enviado,2298.45,4,490,482.67,3179.18,credit_card,pickup,,
605,ORD-20241023-00605,122,2024-10-23,entregado,2404.34,9,310,504.91,3002.86,debit_card,standard,8,
606,ORD-20231001-00606,260,2023-10-01,procesando,463.92,2,60,97.42,612.06,debit_card,standard,,
607,ORD-20241104-00607,21,2024-11-04,enviado,2968.07,12,380,623.29,3615.19,bank_transfer,standard,,
608,ORD-20250610-00608,145,2025-06-10,enviado,2109.86,2,500,443.07,3010.73,bank_transfer,express,9,
609,ORD-20250731-00609,1,2025-07-31,pendiente,2189.48,10,340,459.79,2770.32,cash_on_delivery,express,,
610,ORD-20251020-00610,135,2025-10-20,pendiente,434.46,8,260,91.24,750.94,credit_card,same_day,,Nota del cliente: Entregar por la tarde
611,ORD-20230707-00611,124,2023-07-07,pendiente,1479.32,7,240,310.66,1926.43,bank_transfer,standard,,
612,ORD-20240530-00612,167,2024-05-30,entregado,2348.79,15,370,493.25,2859.72,debit_card,pickup,5,
613,ORD-20251108-00613,224,2025-11-08,enviado,3003.46,0,50,630.73,3684.19,credit_card,same_day,,
614,ORD-20240412-00614,63,2024-04-12,pendiente,1132.9,14,370,237.91,1582.2,credit_card,standard,,
615,ORD-20230205-00615,81,2023-02-05,pendiente,2713.45,18,410,569.82,3204.85,bank_transfer,standard,9,
616,ORD-20240209-00616,321,2024-02-09,procesando,111.39,13,80,23.39,200.3,debit_card,same_day,8,
617,ORD-20230817-00617,147,2023-08-17,enviado,3019.62,19,330,634.12,3410.01,cash_on_delivery,same_day,2,
618,ORD-20230122-00618,1,2023-01-22,cancelado,936.41,9,160,196.65,1208.78,cash_on_delivery,pickup,5,
619,ORD-20240622-00619,333,2024-06-22,pendiente,2071.63,3,310,435.04,2754.52,debit_card,express,,
620,ORD-20250325-00620,106,2025-03-25,entregado,1197.94,0,370,251.57,1819.51,bank_transfer,pickup,4,
621,ORD-20231230-00621,242,2023-12-30,procesando,3200.33,10,70,672.07,3622.37,paypal,express,,
622,ORD-20250802-00622,133,2025-08-02,enviado,2133.08,12,230,447.95,2555.06,bank_transfer,express,,
623,ORD-20250811-00623,248,2025-08-11,enviado,1303.83,10,280,273.8,1727.25,paypal,pickup,,
624,ORD-20250911-00624,115,2025-09-11,procesando,264.05,18,70,55.45,341.97,credit_card,standard,6,
625,ORD-20241204-00625,292,2024-12-04,entregado,2803.6,3,260,588.76,3568.25,paypal,express,3,
626,ORD-20250913-00626,323,2025-09-13,procesando,2636.13,17,60,553.59,2801.58,bank_transfer,same_day,,
627,ORD-20230321-00627,324,2023-03-21,procesando,665.22,18,240,139.7,925.18,paypal,express,,
628,ORD-20240527-00628,22,2024-05-27,pendiente,2439,14,20,512.19,2629.73,debit_card,same_day,,Nota del cliente: Envolver para regalo
629,ORD-20230817-00629,109,2023-08-17,procesando,2656.44,12,150,557.85,3045.52,bank_transfer,express,,
630,ORD-20230624-00630,209,2023-06-24,pendiente,603,15,250,126.63,889.18,paypal,standard,,
631,ORD-20251116-00631,160,2025-11-16,pendiente,2426.81,20,30,509.63,2481.08,cash_on_delivery,express,,
632,ORD-20250320-00632,132,2025-03-20,pendiente,5835.55,12,450,1225.47,6810.75,debit_card,pickup,4,
633,ORD-20250608-00633,60,2025-06-08,pendiente,1800.59,13,500,378.12,2444.63,cash_on_delivery,express,,
634,ORD-20240713-00634,275,2024-07-13,cancelado,2051.05,3,210,430.72,2630.24,debit_card,same_day,,
635,ORD-20250813-00635,239,2025-08-13,procesando,892.8,7,10,187.49,1027.79,paypal,express,2,
636,ORD-20240506-00636,57,2024-05-06,cancelado,2835.02,16,290,595.35,3266.77,paypal,pickup,,
637,ORD-20250315-00637,224,2025-03-15,entregado,750.95,1,50,157.7,951.14,cash_on_delivery,pickup,,
638,ORD-20230713-00638,303,2023-07-13,procesando,1935.4,4,260,406.43,2524.41,debit_card,express,,
639,ORD-20230622-00639,169,2023-06-22,enviado,4644.93,20,220,975.44,4911.38,credit_card,express,,Nota del cliente: Llamar antes
640,ORD-20250214-00640,177,2025-02-14,cancelado,2349.78,17,120,493.45,2563.77,cash_on_delivery,standard,,
641,ORD-20240208-00641,232,2024-02-08,enviado,966.44,3,500,202.95,1640.4,paypal,pickup,,
642,ORD-20250823-00642,210,2025-08-23,cancelado,214.55,18,120,45.06,340.99,bank_transfer,express,,
643,ORD-20230718-00643,139,2023-07-18,procesando,381.12,11,230,80.04,649.24,cash_on_delivery,pickup,,
644,ORD-20230418-00644,140,2023-04-18,cancelado,3370.45,0,420,707.79,4498.24,debit_card,express,,
645,ORD-20250327-00645,300,2025-03-27,entregado,1725.08,10,130,362.27,2044.84,debit_card,pickup,,
646,ORD-20230304-00646,225,2023-03-04,enviado,5396.49,12,40,1133.26,5922.17,cash_on_delivery,standard,,
647,ORD-20240128-00647,70,2024-01-28,procesando,1047.63,4,490,220,1715.72,cash_on_delivery,pickup,4,
648,ORD-20251023-00648,325,2025-10-23,cancelado,1731.58,14,30,363.63,1882.79,bank_transfer,same_day,,Nota del cliente: Llamar antes
649,ORD-20230313-00649,24,2023-03-13,cancelado,1863.92,15,480,391.42,2455.75,paypal,express,,
650,ORD-20231019-00650,333,2023-10-19,cancelado,1099.04,14,440,230.8,1615.97,debit_card,standard,,
651,ORD-20250416-00651,130,2025-04-16,entregado,1215.65,7,130,255.29,1515.84,paypal,pickup,1,
652,ORD-20230910-00652,199,2023-09-10,cancelado,1916.47,7,260,402.46,2444.78,bank_transfer,pickup,,
653,ORD-20240417-00653,278,2024-04-17,pendiente,5859.17,1,280,1230.43,7311.01,paypal,same_day,6,
654,ORD-20250610-00654,67,2025-06-10,pendiente,4600.6,11,300,966.13,5360.66,credit_card,same_day,3,
655,ORD-20240619-00655,99,2024-06-19,pendiente,1382.11,4,380,290.24,1997.07,debit_card,standard,,
656,ORD-20250216-00656,224,2025-02-16,procesando,1825.14,9,50,383.28,2094.16,bank_transfer,same_day,,
657,ORD-20240623-00657,107,2024-06-23,enviado,2420.25,1,310,508.25,3214.3,paypal,same_day,,
658,ORD-20231129-00658,75,2023-11-29,entregado,1891.75,10,440,397.27,2539.85,credit_card,same_day,,Nota del cliente: Dejar en portería
659,ORD-20240428-00659,278,2024-04-28,procesando,2778.56,2,20,583.5,3326.49,cash_on_delivery,same_day,,
660,ORD-20240618-00660,176,2024-06-18,enviado,3063.47,2,120,643.33,3765.53,paypal,standard,,
661,ORD-20240210-00661,13,2024-02-10,enviado,2473.44,2,390,519.42,3333.39,paypal,standard,3,Nota del cliente: Dejar en portería
662,ORD-20240921-00662,101,2024-09-21,entregado,481.42,20,130,101.1,616.24,cash_on_delivery,same_day,,
663,ORD-20240725-00663,308,2024-07-25,pendiente,2848.08,14,470,598.1,3517.45,debit_card,pickup,,
664,ORD-20240919-00664,165,2024-09-19,entregado,5134.02,14,460,1078.14,5953.4,cash_on_delivery,pickup,,
665,ORD-20230207-00665,316,2023-02-07,entregado,1764.74,5,240,370.6,2287.1,paypal,same_day,,
666,ORD-20230211-00666,58,2023-02-11,procesando,2480.33,5,10,520.87,2887.18,bank_transfer,standard,,
667,ORD-20240919-00667,238,2024-09-19,enviado,3095.59,1,220,650.07,3934.7,credit_card,express,,
668,ORD-20231003-00668,50,2023-10-03,enviado,2912.01,18,0,611.52,2999.37,credit_card,same_day,5,
669,ORD-20251104-00669,181,2025-11-04,cancelado,2859.3,7,340,600.45,3599.6,paypal,pickup,,Nota del cliente: Envolver para regalo
670,ORD-20240626-00670,273,2024-06-26,enviado,2368.49,3,400,497.38,3194.82,debit_card,standard,,
671,ORD-20240618-00671,219,2024-06-18,cancelado,282.5,19,160,59.33,448.16,cash_on_delivery,express,2,
672,ORD-20241010-00672,168,2024-10-10,cancelado,3370.8,1,0,707.87,4044.96,credit_card,standard,,
673,ORD-20230610-00673,189,2023-06-10,enviado,2696.41,19,270,566.25,3020.34,cash_on_delivery,pickup,,
674,ORD-20250520-00674,326,2025-05-20,pendiente,2205.47,16,450,463.15,2765.74,bank_transfer,same_day,,
675,ORD-20250908-00675,82,2025-09-08,procesando,423.75,3,250,88.99,750.03,bank_transfer,pickup,,
676,ORD-20230404-00676,259,2023-04-04,procesando,1660.19,14,90,348.64,1866.4,credit_card,pickup,7,Nota del cliente: Envolver para regalo
677,ORD-20250714-00677,283,2025-07-14,entregado,2015.93,11,480,423.35,2697.53,credit_card,same_day,,
678,ORD-20230120-00678,174,2023-01-20,cancelado,2995.37,0,90,629.03,3714.4,bank_transfer,same_day,,
679,ORD-20251125-00679,157,2025-11-25,entregado,881.08,12,110,185.03,1070.38,paypal,pickup,,
680,ORD-20240912-00680,132,2024-09-12,pendiente,2076.65,15,450,436.1,2651.25,bank_transfer,same_day,,
681,ORD-20250221-00681,274,2025-02-21,enviado,4612.9,7,120,968.71,5378.71,cash_on_delivery,pickup,,
682,ORD-20241207-00682,110,2024-12-07,enviado,958.78,16,380,201.34,1386.72,paypal,pickup,9,
683,ORD-20231231-00683,194,2023-12-31,enviado,4186.55,19,430,879.18,4700.29,debit_card,standard,,
684,ORD-20230103-00684,26,2023-01-03,pendiente,2310.2,18,430,485.14,2809.5,debit_card,same_day,,
685,ORD-20250606-00685,47,2025-06-06,enviado,109.29,9,390,22.95,512.4,bank_transfer,pickup,10,
686,ORD-20241112-00686,257,2024-11-12,procesando,1811.66,1,370,380.45,2543.99,debit_card,same_day,,
687,ORD-20250615-00687,34,2025-06-15,entregado,1892.2,4,410,397.36,2623.87,cash_on_delivery,same_day,,
688,ORD-20250923-00688,60,2025-09-23,entregado,4525.18,12,180,950.29,5112.45,cash_on_delivery,express,8,
689,ORD-20230718-00689,106,2023-07-18,enviado,603.9,7,200,126.82,888.45,bank_transfer,standard,,
690,ORD-20230824-00690,215,2023-08-24,procesando,2068.95,20,40,434.48,2129.64,paypal,same_day,5,
691,ORD-20240210-00691,312,2024-02-10,pendiente,3645.11,0,140,765.47,4550.58,credit_card,same_day,,
692,ORD-20241127-00692,279,2024-11-27,cancelado,4952.54,8,50,1040.03,5646.37,paypal,same_day,,
693,ORD-20240601-00693,1,2024-06-01,enviado,2470.6,18,20,518.83,2564.72,cash_on_delivery,same_day,,
694,ORD-20230219-00694,136,2023-02-19,procesando,214.55,12,100,45.06,333.86,paypal,standard,,
695,ORD-20240226-00695,327,2024-02-26,cancelado,737.5,19,10,154.88,762.26,paypal,same_day,,
696,ORD-20231205-00696,106,2023-12-05,cancelado,589.9,11,170,123.88,818.89,paypal,same_day,,
697,ORD-20231007-00697,1,2023-10-07,entregado,2767.46,8,260,581.17,3387.23,bank_transfer,same_day,6,
698,ORD-20230305-00698,40,2023-03-05,cancelado,1621.06,12,150,340.42,1916.95,debit_card,pickup,2,Nota del cliente: Entregar por la tarde
699,ORD-20240723-00699,166,2024-07-23,cancelado,3340.51,10,160,701.51,3867.97,paypal,express,,
700,ORD-20240803-00700,201,2024-08-03,cancelado,4844.36,10,40,1017.32,5417.24,credit_card,express,,
701,ORD-20230728-00701,15,2023-07-28,procesando,2355.35,14,120,494.62,2640.22,cash_on_delivery,same_day,,
702,ORD-20230422-00702,226,2023-04-22,pendiente,3655.34,15,430,767.62,4304.66,cash_on_delivery,same_day,10,
703,ORD-20230604-00703,226,2023-06-04,cancelado,111.56,6,350,23.43,478.3,cash_on_delivery,pickup,,
704,ORD-20230105-00704,214,2023-01-05,cancelado,3311.28,16,80,695.37,3556.85,credit_card,same_day,2,Nota del cliente: Entregar por la tarde
705,ORD-20231017-00705,321,2023-10-17,procesando,1209.62,20,450,254.02,1671.72,credit_card,express,,
706,ORD-20231214-00706,331,2023-12-14,entregado,5386.8,20,300,1131.23,5740.67,debit_card,standard,,
707,ORD-20240823-00707,227,2024-08-23,entregado,1721.38,17,270,361.49,2060.24,credit_card,pickup,7,
708,ORD-20230624-00708,282,2023-06-24,pendiente,33.54,4,300,7.04,339.24,bank_transfer,pickup,4,
709,ORD-20250301-00709,9,2025-03-01,procesando,2287.64,12,210,480.4,2703.52,cash_on_delivery,pickup,,Nota del cliente: Dejar en portería
710,ORD-20240705-00710,46,2024-07-05,pendiente,804.15,16,380,168.87,1224.36,bank_transfer,same_day,,
711,ORD-20250830-00711,270,2025-08-30,procesando,5375.57,12,360,1128.87,6219.37,debit_card,same_day,4,
712,ORD-20250818-00712,277,2025-08-18,cancelado,2361.67,1,330,495.95,3164,paypal,pickup,6,
713,ORD-20231214-00713,17,2023-12-14,cancelado,4088.74,6,180,858.64,4882.06,cash_on_delivery,same_day,,
714,ORD-20250426-00714,21,2025-04-26,entregado,5339.44,3,240,1121.28,6540.54,cash_on_delivery,express,6,
715,ORD-20240531-00715,226,2024-05-31,pendiente,751.44,19,450,157.8,1216.47,credit_card,express,,
716,ORD-20230910-00716,52,2023-09-10,entregado,2776.4,1,460,583.04,3791.68,bank_transfer,express,,
717,ORD-20250819-00717,91,2025-08-19,pendiente,3458.52,5,270,726.29,4281.88,bank_transfer,standard,,Nota del cliente: Dejar en portería
718,ORD-20240805-00718,271,2024-08-05,entregado,1472.43,0,290,309.21,2071.64,debit_card,same_day,,
